ID,Nombre,Tipo,Propietario,Región,Comuna,Nemotécnico,Coordinado
2042,PE MANANTIALES,Eólicas,STATKRAFT EOLICO S.A.,OHiggins,Litueche,CE02G0348,STATKRAFT EOLICO S.A.
2043,PMGD PFV MARAÑON,Solares,PSF SANTA ISABEL SPA,Atacama,Huasco,CE02G0821,PSF SANTA ISABEL SPA
2044,PMGD PFV PARQUE EL INGENIO,Solares,PARQUE SOLAR ALTOS LAO SPA,Valparaíso,La Ligua,CE01G0382,TRALKA SPA
2045,PMGD PFV RDCL SAN,Solares,SAN ALFONSO SOLAR SPA,Valparaíso,Limache,CE01G0383,SAN ALFONSO SOLAR SPA
2046,PMGD PFV CAÑONES SUNLIGHT,Solares,LOS CAÑONES SUNLIGHT SPA,Valparaíso,Calera,CE01G0386,TOESCA RENOVABLES SPA
2047,PMGD PFV TIERRA,Solares,GR ALERCE ANDINO SPA,Atacama,Tierra Amarilla,CE01G0415,GR ALERCE ANDINO SPA
2048,PMGD PFV SAMO BAJO,Solares,SAMO BAJO SPA,Coquimbo,Ovalle,CE01G0416,SAMO BAJO SPA
2049,PMGD HP LOS PORTONES - AMPLIACION II,Hidroeléctricas,LOS PORTONES S.A.,Los Ríos,Lago Ranco,CE02G0607,LOS PORTONES S.A.
2050,PMGD PFV PARQUE SOLAR FOTOVOLTAICO LA VICTORIA,Solares,MAGDALENA SOLAR SPA,Ñuble,Chillán,CE01G0478,MAGDALENA SOLAR SPA
2051,PMGD PFV CONDOR PETORCA,Solares,PARQUE FOTOVOLTAICO LOS BOLDOS SPA,Valparaíso,Petorca,CE01G0479,ENERGÍAS RENOVABLES HOLDING S.A.
2052,PMGD PFV SAN EUGENIO SOLAR,Solares,SAN EUGENIO SOLAR SPA,Biobío,Los Angeles,CE01G0480,SAN EUGENIO SOLAR SPA
2053,PMGD PFV AROMO DEL VERANO SOLAR,Solares,MISCANTI DE VERANO SPA,OHiggins,Doñihue,CE01G0481,PACIFIC SPA
2054,PMGD PFV LO CHACON,Solares,PFV LO CHACÓN SPA,Metropolitana,San Pedro,CE01G0482,PFV LO CHACÓN SPA
2055,PMGD PFV PARQUE SOLAR RIO PEUCO,Solares,NUEVA ESPERANZA SOLAR SPA,OHiggins,Mostazal,CE01G0483,NUEVA ESPERANZA SOLAR SPA
2057,PMGD PFV LIQUIDAMBAR,Solares,CVE PROYECTO SIETE SPA,Valparaíso,San Esteban,CE01G0484,CVE PROYECTO SIETE SPA
2058,PMGD PFV BULNES LOS BARONES,Solares,MERCURIO SOLAR SPA,Ñuble,Bulnes,CE01G0349,CFC HOLDINGS SPA
2059,PMGD PFV PARQUE SOLAR EL OLIVAR,Solares,EL OLIVAR SOLAR SPA,Biobío,Los Angeles,CE01G0350,EL OLIVAR SOLAR SPA
2060,PMGD PFV PSF CHAMPA,Solares,ENERGÍA RENOVABLE CHAMPA SPA,Metropolitana,Buin,CE01G0351,CFC HOLDINGS SPA
2061,PMGD PFV CLEMENTINA,Solares,CVE PROYECTO VEINTIUNO SPA,Metropolitana,No Clasificado,CE01G0352,CVE PROYECTO VEINTIUNO SPA
2062,PMGD PFV EL CUERVO,Solares,PFV EL CUERVO SPA,Maule,Licantén,CE01G0353,PFV EL CUERVO SPA
2063,PMGD PFV PARQUE SOLAR JOTABECHE,Solares,PARQUE SOLAR JOTABECHE SPA,Atacama,Tierra Amarilla,CE01G0354,TRALKA SPA
2065,PMGD TER MERCED,Termoeléctricas,GENERADORA LOS HIBISCOS SPA,Metropolitana,San Bernardo,CE01G0355,GENERADORA LOS HIBISCOS SPA
2066,PMGD PFV CAUQUENES,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Maule,Cauquenes,CE08G0808,GPG GENERACIÓN DISTRIBUIDA SPA
2068,PMGD PFV LOS LIRIOS,Solares,PLANTA SOLAR LOS LIRIOS II SPA,OHiggins,Requínoa,CE01G0307,TOESCA RENOVABLES SPA
2069,PMGD PFV PELUMPEN SOLAR,Solares,CVE PROYECTO DIECIOCHO SPA,Valparaíso,Olmué,CE01G0506,CVE PROYECTO DIECIOCHO SPA
2070,PMGD PFV PARQUE SOLAR EL RECONQUISTADOR,Solares,PARQUE SOLAR EL CONQUISTADOR SPA,Ñuble,Quirihue,CE01G0507,PARQUE SOLAR EL CONQUISTADOR SPA
2071,PMGD PFV RATULEMUS,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Maule,Cauquenes,CE09G0808,GPG GENERACIÓN DISTRIBUIDA SPA
2072,PMGD PFV DON MARTIN,Solares,PARQUE SOLAR ALBOR SPA,Biobío,Los Angeles,CE01G0508,TOESCA RENOVABLES SPA
2073,PMGD PFV MAIKONO,Solares,TÓRTOLA SPA,Valparaíso,Quintero,CE01G0407,TÓRTOLA SPA
2074,PMGD PFV ALBOR SOLAR,Solares,PARQUE SOLAR ALBOR SPA,Biobío,Los Angeles,CE02G0508,TOESCA RENOVABLES SPA
2075,PMGD PFV VIOLETA,Solares,GR QUEULAT SPA,Metropolitana,Padre Hurtado,CE01G0335,NEXTPOWER III CHILE HOLDCO II SPA
2076,PFV ANDES SOLAR IV,Solares,ANDES SOLAR IV SPA,Antofagasta,Antofagasta,CE17G0730,ANDES SOLAR IV SPA
2081,PFV VENEZIA SOLAR,Solares,VENEZIA SOLAR SPA,Maule,Curicó,CE01G0312,VENEZIA SOLAR SPA
2082,PMGD PFV CONCON,Solares,ABASTIBLE S.A.,Valparaíso,Valparaíso,CE02G0161,ABASTIBLE S.A.
2083,PMGD PFV CABRERO SOLAR,Solares,CABRERO SOLAR SPA,Biobío,Cabrero,CE01G0358,CABRERO SOLAR SPA
2084,PMGD PFV ROSARIO,Solares,GR PUMALIN SPA,OHiggins,Rengo,CE01G0359,NEXTPOWER III CHILE HOLDCO II SPA
2085,PMGD PFV COLINA,Solares,CHACABUCO SOLAR SPA,Metropolitana,Colina,CE01G0360,CHACABUCO SOLAR SPA
2086,PMGD PFV QUEBRADA DE TALCA,Solares,QUEBRADA DE TALCA SOLAR SPA,Coquimbo,La Serena,CE01G0361,SONNEDIX METRO EXPANSION SPA
2087,PFV DOÑA ANTONIA,Solares,DOÑA ANTONIA SOLAR SPA,Coquimbo,Ovalle,CE01G0362,DOÑA ANTONIA SOLAR SPA
2088,PMGD PFV TALLADO,Solares,ANGAMOS SOLAR SPA,Antofagasta,Mejillones,CE01G0363,SONNEDIX METRO EXPANSION SPA
2089,PMGD PFV BLU,Solares,BLU SOLAR SPA,Ñuble,Chillán,CE01G0364,BLU SOLAR SPA
2090,HE LOS CONDORES,Hidroeléctricas,ENEL GENERACIÓN CHILE S.A.,Maule,San Clemente,CE27G0021,ENEL GENERACIÓN CHILE S.A.
2091,PE SAN MATIAS,Eólicas,ENERGÍA EÓLICA SAN MATÍAS SPA,Biobío,Los Angeles,CE01G0315,ENERGÍA EÓLICA SAN MATÍAS SPA
2092,PMGD PFV AVELLANO SOLAR,Solares,SANTA CECILIA SOLAR SPA,Biobío,Los Angeles,CE01G0485,SANTA CECILIA SOLAR SPA
2093,PFV TAIRA,Solares,PLANTA SOLAR TOCOPILLA SPA,Antofagasta,Tocopilla,CE01G0365,PLANTA SOLAR TOCOPILLA SPA
2094,PFV GRAN TENO,Solares,GR ALGARROBO SPA,Maule,Teno,CE01G0328,GR ALGARROBO SPA
2095,PFV EMILIA SOLAR,Solares,ENFRAGEN CHILE SOLAR SPA,Coquimbo,Combarbalá,CE01G0504,ENFRAGEN CHILE SOLAR SPA
2096,PMGD PFV SANTA LUCIA,Solares,SANTA LUCÍA SOLAR SPA,Coquimbo,Ovalle,CE01G0486,SONNEDIX METRO EXPANSION SPA
2097,PMGD PFV PSF LA GAMBOINA,Solares,PSF LA GAMBOINA SPA,OHiggins,Rancagua,CE01G0487,CFC HOLDINGS SPA
2098,PFV LUCAS SOLAR,Solares,DON ARTURO SPA,Coquimbo,Coquimbo,CE01G0316,ENFRAGEN CHILE SOLAR SPA
2099,PFV CHERCAN SOLAR,Solares,ENLASA GENERACIÓN CHILE S.A.,Coquimbo,Coquimbo,CE06G0041,ENLASA GENERACIÓN CHILE S.A.
2101,PMGD PFV PATRICIA DEL VERANO SOLAR,Solares,POMERAPE SPA,Metropolitana,Talagante,CE01G0488,POMERAPE SPA
2102,PFV PMG NORTH WEST,Solares,GENERADORA NORTH WEST SPA,Atacama,Vallenar,CE01G0317,ENFRAGEN CHILE SOLAR SPA
2103,PMGD PFV FV CHICAUMA DEL VERANO,Solares,PUNTIAGUDO ENERGY SPA,Metropolitana,Lampa,CE01G0489,PUNTIAGUDO ENERGY SPA
2104,PMGD PFV FUSTER DEL VERANO,Solares,LASCAR ENERGY SPA,Metropolitana,Lampa,CE01G0490,LASCAR ENERGY SPA
2105,PMGD PFV PSF COYUNCHE,Solares,PER PARINACOTA SPA,Biobío,Los Angeles,CE01G0491,PER PARINACOTA SPA
2107,PMGD PFV MAITENLAHUE,Solares,FOTOVOLTAICA SANTA ROSARIO SPA,Metropolitana,San Pedro,CE01G0492,FOTOVOLTAICA SANTA ROSARIO SPA
2108,PFV  DON OSCAR,Solares,DON ESTEBAN SPA,Coquimbo,Coquimbo,CE01G0342,ENFRAGEN CHILE SOLAR SPA
2109,PMGD PFV LOS MORROS I,Solares,CIA ELÉCTRICA LOS MORROS S.A.,Metropolitana,San Bernardo,CE01G0493,CIA ELÉCTRICA LOS MORROS S.A.
2110,PMGD PFV EL PICHON,Solares,PFV EL PICHÓN SPA,Maule,Linares,CE01G0494,PINGÜINO EMPERADOR SPA
2111,PMGD PFV AYLA SOLAR,Solares,PFV AYLA SOLAR SPA,OHiggins,Rancagua,CE01G0495,PFV AYLA SOLAR SPA
2112,PMGD PFV LAS BANDURRIAS,Solares,PFV LAS BANDURRIAS SPA,Maule,Curicó,CE01G0496,PINGÜINO EMPERADOR SPA
2113,PMGD PFV ORQUIDEA SOLAR,Solares,CVE PROYECTO QUINCE SPA,Coquimbo,Ovalle,CE01G0497,CVE PROYECTO QUINCE SPA
2114,PMGD PFV DON MATIAS,Solares,PARQUE FOTOVOLTAICO DON MATÍAS SPA,OHiggins,San Fernando,CE01G0498,PARQUE FOTOVOLTAICO DON MATÍAS SPA
2115,PMGD PFV PARQUE EL TRIGAL,Solares,PARQUE SOLAR EL TRIGAL SPA,Ñuble,San Ignacio,CE01G0499,TRALKA SPA
2116,PFV TUTUVEN,Solares,PARQUE SOLAR TANGUA SPA,Maule,Cauquenes,CE01G0442,PARQUE SOLAR TANGUA SPA
2117,PMGD PFV PARQUE PUEBLO SECO,Solares,PARQUE SOLAR PUEBLO SECO SPA,Ñuble,San Ignacio,CE01G0500,PARQUE SOLAR PUEBLO SECO SPA
2118,PMGD PFV MALLOCO,Solares,PLANTA SOLAR PEÑAFLOR II SPA,Metropolitana,Peñaflor,CE01G0501,PLANTA SOLAR PEÑAFLOR II SPA
2122,PE LA CABAÑA,Eólicas,ENEL GREEN POWER CHILE S.A.,Araucanía,Renaico,CE33G0292,ENEL GREEN POWER CHILE S.A.
2123,PMGD PFV DOÑA IGNA,Solares,PARQUE FOTOVOLTAICO DOÑA IGNA SPA,Metropolitana,Melipilla,CE01G0503,PARQUE FOTOVOLTAICO DOÑA IGNA SPA
2124,PMGD PFV INDEPENDENCIA,Solares,LA INDEPENDENCIA SOLAR SPA,Metropolitana,Tiltil,CE01G0509,LA INDEPENDENCIA SOLAR SPA
2125,PMGD PFV LA PAZ,Solares,PLANTA SOLAR LA PAZ II SPA.,Metropolitana,Pudahuel,CE01G0510,PLANTA SOLAR LA PAZ II SPA.
2126,PMGD PFV CARA DE GALLO,Solares,PARQUE FOTOVOLTAICO EL LORETO SPA,OHiggins,Coltauco,CE01G0511,PARQUE FOTOVOLTAICO EL LORETO SPA
2127,PMGD PFV SANTA TERESITA,Solares,PLANTA SOLAR SANTA TERESITA II SPA,Metropolitana,Lampa,CE01G0512,PLANTA SOLAR SANTA TERESITA II SPA
2128,PMGD PFV MAIMALICAN,Solares,PS MAIMALICAN SPA,Coquimbo,Los Vilos,CE01G0514,PS MAIMALICAN SPA
2129,PMGD PFV OLIVIER,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Coquimbo,Vicuña,CE10G0808,GPG GENERACIÓN DISTRIBUIDA SPA
2130,PMGD PFV LO MIGUEL,Solares,PLANTA SOLAR LO MIGUEL II SPA.,OHiggins,Rengo,CE01G0513,PLANTA SOLAR LO MIGUEL II SPA.
2131,PMGD PFV OLIVIA,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Coquimbo,Vicuña,CE11G0808,GPG GENERACIÓN DISTRIBUIDA SPA
2132,PMGD PFV LOS NOGALES,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Coquimbo,Ovalle,CE12G0808,GPG GENERACIÓN DISTRIBUIDA SPA
2133,PMGD PFV EL GAVIOTIN,Solares,PFV EL GAVIOTÍN SPA,Coquimbo,La Serena,CE01G0515,PFV EL GAVIOTÍN SPA
2134,PMGD PFV REN,Solares,MILLARAY FOTOVOLTAICA SPA,Araucanía,Renaico,CE01G0368,NEOELECTRA ENERGÍA CHILE SPA
2135,PFV CALEU,Solares,GR PIÑOL SPA,Valparaíso,Valparaíso,CE01G0367,GR PIÑOL SPA
2136,PMGD PFV REN - AMPLIACION,Solares,MILLARAY FOTOVOLTAICA SPA,Araucanía,Renaico,CE02G0368,NEOELECTRA ENERGÍA CHILE SPA
2137,PMGD PFV FOTOVOLT LIN,Solares,AILIN FOTOVOLTAICA SPA,Maule,Linares,CE01G0612,AILIN FOTOVOLTAICA SPA
2138,PE HORIZONTE NORTE,Eólicas,COLBÚN S.A.,Antofagasta,Taltal,CE26G0004,COLBÚN S.A.
2139,PMGD PFV RIMINI,Solares,RIMINI SOLAR SPA,Valparaíso,San Antonio,CE01G0822,RIMINI SOLAR SPA
2140,PMGD PFV PELLIN,Solares,SOLAR TI QUINCE SPA,Ñuble,Yungay,CE01G0857,SOLAR TI QUINCE SPA
2142,PMGD TER EL JARDIN,Termoeléctricas,GENERADORA LA CALERA SPA,Los Lagos,Maullín,CE04G0413,GENERADORA LA CALERA SPA
2143,PFV TAMARICO,Solares,TAMARICO SOLAR DOS SPA,Metropolitana,No Clasificado,CE01G0859,TAMARICO SOLAR DOS SPA
2144,PE PUNTA DE TALCA,Eólicas,PARQUE EÓLICO PUNTA DE TALCA SPA,Metropolitana,No Clasificado,CE01G0823,PARQUE EÓLICO PUNTA DE TALCA SPA
2145,PMGD PFV YAHUTELA,Solares,CATEMU SOLAR SPA,Valparaíso,Catemu,CE01G0860,CATEMU SOLAR SPA
2146,PMGD PFV QUEMADOS,Solares,PSF QUEMADOS SPA,OHiggins,Rancagua,CE01G0861,CFC HOLDINGS SPA
2147,PMGD PFV ALIANZA,Solares,PARQUE SOLAR ALIANZA SPA,Atacama,Tierra Amarilla,CE01G0862,PARQUE SOLAR ALIANZA SPA
2148,PMGD PFV PSF EL PERAL,Solares,PSF EL PERAL SPA,Metropolitana,Buin,CE01G0863,CFC HOLDINGS SPA
2149,PMGD PFV LOS CORRALES DEL VERANO,Solares,LICANCABUR DE VERANO SPA,Metropolitana,Padre Hurtado,CE01G0864,ANTU ENERGY SPA
2150,PMGD PFV SOFIA,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Coquimbo,Vicuña,CE13G0808,GPG GENERACIÓN DISTRIBUIDA SPA
2151,PMGD PFV SOY SOLAR,Solares,GPG GENERACIÓN DISTRIBUIDA SPA,Coquimbo,Coquimbo,CE14G0808,GPG GENERACIÓN DISTRIBUIDA SPA
2152,PMGD PFV EL CHERCAN,Solares,PFV EL CHERCAN SPA,Maule,Curicó,CE01G0865,PFV EL CHERCAN SPA
2153,PMGD PFV BELENOS TIL TIL,Solares,PARSOSY BELENOS SPA,Metropolitana,Tiltil,CE01G0866,CFC HOLDINGS SPA
2154,PMGD PFV RENGO SOLAR,Solares,RENGO SOLAR SPA,OHiggins,Rengo,CE01G0867,SETF ENERGÍAS RENOVABLES SPA
2157,PFV LEYDA,Solares,PARQUE SOLAR LEYDA SPA,Valparaíso,San Antonio,CE01G0868,PARQUE SOLAR LEYDA SPA
2158,PMGD PFV POCILLAS,Solares,FARMDO ENERGY CHILE SPA,Maule,Cauquenes,CE03G0727,FARMDO ENERGY CHILE SPA
2159,PMGD PFV SIETE COLORES,Solares,SIETE COLORES SPA,Coquimbo,Illapel,CE01G0870,SIETE COLORES SPA
2160,PFV TAMANGO,Solares,GR LIUN SPA,Maule,Parral,CE01G0897,GR LIUN SPA
2161,PE LOS CERRILLOS,Eólicas,STATKRAFT EOLICO S.A.,OHiggins,Litueche,CE03G0348,STATKRAFT EOLICO S.A.
2162,PMGD PFV CENTAURO SOLAR,Solares,CENTAURO SOLAR SPA,Ñuble,Chillán,CE01G0826,CENTAURO SOLAR SPA
2163,PMGD PFV ARICA,Solares,CHAPIQUINA SOLAR SPA,Arica y Parinacota,Arica,CE01G0827,CHAPIQUINA SOLAR SPA
2164,PFV ALTO DEL SOL,Solares,LARQUI SOLAR SPA,Ñuble,Bulnes,CE01G0898,LARQUI SOLAR SPA
2165,PFV RUCASOL,Solares,RUCASOL SPA,Metropolitana,Tiltil,CE01G0849,RUCASOL SPA
2167,PMGD PFV CHILENER,Solares,CHILENER II SPA,Metropolitana,No Clasificado,CE01G0828,CHILENER II SPA
2168,PMGD PFV PATAGUA,Solares,ENEL GREEN POWER CHILE S.A.,Metropolitana,No Clasificado,CE03G0292,ENEL GREEN POWER CHILE S.A.
2170,PE KALLPA,Eólicas,ENGIE ENERGÍA CHILE S.A.,Antofagasta,Antofagasta,CE18G0216,ENGIE ENERGÍA CHILE S.A.
2171,PMGD PFV PENCAHUE,Solares,HIRUELA ENERGÍA SPA,Metropolitana,No Clasificado,CE01G0904,CFC HOLDINGS SPA
2172,PMGD TER DIESEL COYA,Termoeléctricas,"INMOBILIARIA, INVERSIONES Y SERVICIOS POWER CHILE LTDA.",Metropolitana,No Clasificado,CE01G0905,FACTOR LUZ SPA
2173,PMGD PFV SAN ANTONIO DEL MONTE SUNLIGHT,Solares,SAN ANTONIO SPA,Metropolitana,No Clasificado,CE01G0906,SETF ENERGÍAS RENOVABLES SPA
2174,PMGD PFV TIJERAL,Solares,TIJERAL SPA,Metropolitana,No Clasificado,CE01G0907,NEXTPOWER III CHILE HOLDCO II SPA
2175,PMGD PFV PAILLIHUE,Solares,ANDINA SOLAR 17 ESTE SPA,Metropolitana,No Clasificado,CE01G0908,ANDINA SOLAR 17 ESTE SPA
2177,PMGD PFV JARDIN SOLAR PETORCA,Solares,PSF PETORCA SPA,Metropolitana,No Clasificado,CE01G0909,CFC HOLDINGS SPA
2178,PMGD PFV AXEL SOLAR,Solares,QUEBRADA DEL SOL SPA,Metropolitana,No Clasificado,CE01G0910,ENFRAGEN CHILE SOLAR SPA
2179,PMGD PFV LONCURA,Solares,TEDLAR DIEMOS SPA,Metropolitana,No Clasificado,CE01G0911,TEDLAR DIEMOS SPA
2180,PMGD PFV MACARENA SOLAR,Solares,CVE PROYECTO VEINTISÉIS SPA,Metropolitana,No Clasificado,CE01G0912,CVE PROYECTO VEINTISÉIS SPA
2181,PMGD PFV EL INTERLOCUTOR,Solares,PARQUE FOTOVOLTAICO IDAHUILLO SPA,Metropolitana,No Clasificado,CE01G0914,PARQUE FOTOVOLTAICO IDAHUILLO SPA
2182,PMGD PFV TALAGANTE,Solares,TEDLAR JUPITER SPA,Metropolitana,No Clasificado,CE01G0915,TEDLAR JUPITER SPA
2183,PMGD PFV EL RAYADOR,Solares,PFV EL RAYADOR SPA,Metropolitana,No Clasificado,CE01G0916,PFV EL RAYADOR SPA
2184,PMGD PFV LOS CISNES,Solares,PFV LOS CISNES SPA,Metropolitana,No Clasificado,CE01G0917,PFV LOS CISNES SPA
2191,PMGD PFV VERONA SOLAR,Solares,VERONA SOLAR SPA,Metropolitana,No Clasificado,CE01G0918,VERONA SOLAR SPA
2195,PMGD PFV LAJA ANDINO,Solares,ANDINA SOLAR 10 SPA,Metropolitana,No Clasificado,CE01G0919,ANDINA SOLAR 10 SPA
2196,PMGD TER LOS ARRAYANES,Termoeléctricas,INMOBILIARIA AGUA MARINA S.A.,Metropolitana,No Clasificado,CE01G0920,INMOBILIARIA AGUA MARINA S.A.
2197,PMGD PFV LAS ARBOLEDAS,Solares,TENO III SPA,Metropolitana,No Clasificado,CE01G0921,TENO III SPA
2198,PMGD PFV SOL DEL MAULE,Solares,SAN JAVIER I SPA,Maule,San Javier,CE01G0922,COX ENERGY COMERCIALIZADORA SPA
2199,PMGD PFV EL LORO CHOROY,Solares,PFV EL LORO CHOROY SPA,Metropolitana,No Clasificado,CE01G0923,PFV EL LORO CHOROY SPA
2201,PMGD PFV TRANQUE DEL SOL,Solares,ANDINA SOLAR 13 SPA,Valparaíso,Nogales,CE01G0925,ANDINA SOLAR 13 SPA
2203,PMGD PFV CASA DE LATA,Solares,TEDLAR MERCURIO SPA,Ñuble,Chillán,CE01G0927,TEDLAR MERCURIO SPA
2204,PMGD PFV ALDEBARAN,Solares,SOLAR TI TREINTA Y SIETE SPA,OHiggins,San Fernando,CE01G0928,SOLAR TI TREINTA Y SIETE SPA
2205,PMGD PFV CORSO,Solares,CORSO SOLAR SPA,Atacama,Copiapó,CE01G0929,CORSO SOLAR SPA
2206,PMGD PFV LAS TAGUAS,Solares,PFV LAS TAGUAS SPA,Coquimbo,La Serena,CE01G0930,PFV LAS TAGUAS SPA
2208,PMGD PFV ENAMI SOLAR,Solares,ENAMI SOLAR SPA,Metropolitana,No Clasificado,CE01G0932,SETF ENERGÍAS RENOVABLES SPA
2209,PFV DON HUMBERTO,Solares,ENEL GREEN POWER CHILE S.A.,Metropolitana,Tiltil,CE34G0292,ENEL GREEN POWER CHILE S.A.
2210,PMGD PFV EA SF PICHILEMU,Solares,ENEL GREEN POWER CHILE S.A.,OHiggins,Marchihue,CE43G0292,ENEL GREEN POWER CHILE S.A.
2211,PMGD PFV LINCE SOLAR,Solares,ORIÓN SOLAR SPA,Antofagasta,Antofagasta,CE02G1101,ORIÓN SOLAR SPA
2212,PMGD PFV EL CARDENAL,Solares,PFV EL CARDENAL SPA,OHiggins,San Vicente de Tagua Tagua,CE01G0934,NEXTPOWER III CHILE HOLDCO II SPA
2213,PMGD PFV SAN ALBERTO,Solares,DRACO SOLAR SPA,Ñuble,Chillán,CE01G0935,DRACO SOLAR SPA
2214,PMGD PFV PARQUE FAROL SOLAR,Solares,FAROL SOLAR SPA,Antofagasta,Mejillones,CE01G0936,FAROL SOLAR SPA
2215,PMGD PFV HUINGAN,Solares,MALLOCO SOLAR SPA,Metropolitana,Peñaflor,CE01G0937,ANTU ENERGY SPA
2216,PMGD PFV RUCAPAINE,Solares,ENERGÍA RENOVABLE RUCAPAINE SPA,Metropolitana,No Clasificado,CE01G0938,ENERGÍA RENOVABLE RUCAPAINE SPA
2217,PMGD PFV CHEQUEN SOLAR,Solares,CHEQUEN SOLAR SPA,Metropolitana,Lampa,CE01G0939,CHEQUEN SOLAR SPA
2218,PMGD PFV EA SF GRANEROS,Solares,ENEL GREEN POWER CHILE S.A.,Metropolitana,No Clasificado,CE08G0292,ENEL GREEN POWER CHILE S.A.
2219,PMGD PFV CE CALDERA,Solares,CALDERA SOLAR SPA,Atacama,Caldera,CE01G0941,CALDERA SOLAR SPA
2220,PMGD PFV PARQUE PVP UNIHUE,Solares,PARQUE SOLAR UNIHUE SPA,Maule,Maule,CE01G0942,PARQUE SOLAR UNIHUE SPA
2222,PMGD PFV HURTADO,Solares,PATRICIA SOLAR SPA,Biobío,Los Angeles,CE01G0943,PATRICIA SOLAR SPA
2223,PMGD PFV POMUYETO,Solares,ESTREMERA ENERGÍA SPA,Ñuble,San Carlos,CE01G0944,ESTREMERA ENERGÍA SPA
2225,HP HORNOPIREN (SM),Hidroeléctricas,PEQUEÑO MEDIO DE GENERACIÓN DISTRIBUIDA HORNOPIRÉN LIMITADA,Los Lagos,Hualaihué,CE01G0945,PEQUEÑO MEDIO DE GENERACIÓN DISTRIBUIDA HORNOPIRÉN LIMITADA
2228,TER TEHUELCHE (SM),Termoeléctricas,EMPRESA ELÉCTRICA DE AYSÉN S.A.,Metropolitana,No Clasificado,CE10G0913,EMPRESA ELÉCTRICA DE AYSÉN S.A.
2229,PMGD PFV PARQUE SAN FRANCISCO PARRAL,Solares,PARQUE SOLAR DON FLAVIO SPA,Metropolitana,No Clasificado,CE01G0946,PARQUE SOLAR DON FLAVIO SPA
2230,PMGD PFV PVP MAYOS,Solares,PARQUE SOLAR SANTA CRUZ SPA,OHiggins,San Vicente de Tagua Tagua,CE01G0948,PARQUE SOLAR SANTA CRUZ SPA
2231,PMGD PFV TURQUÍA,Solares,TEDLAR LUNA SPA,Biobío,San Rosendo,CE01G0949,TEDLAR LUNA SPA
2232,PMGD PFV PLAZA SUNLIGHT,Solares,PLAZA SUNLIGHT SPA,Metropolitana,No Clasificado,CE01G0947,SETF ENERGÍAS RENOVABLES SPA
2233,PMGD PFV CAUCE SOLAR,Solares,CAUCE SOLAR SPA,Metropolitana,No Clasificado,CE01G0950,CAUCE SOLAR SPA
2240,PMGD PFV EA MAITEN,Solares,ENEL GREEN POWER CHILE S.A.,Metropolitana,No Clasificado,CE12G0292,ENEL GREEN POWER CHILE S.A.
2241,PMGD PFV DON SIMON,Solares,SOLAR TI TREINTA Y SEIS SPA,OHiggins,Machalí,CE01G0952,SOLAR TI TREINTA Y SEIS SPA
2242,PMGD PFV SGT CATAPILCO,Solares,SAN MARINO SOLAR SPA,Metropolitana,No Clasificado,CE01G0953,SAN MARINO SOLAR SPA
2243,PMGD PFV MORA,Solares,ENEL GREEN POWER CHILE S.A.,Metropolitana,San Pedro,CE35G0292,ENEL GREEN POWER CHILE S.A.
2244,PMGD PFV LAS CHILCAS,Solares,LAS CHILCAS SOLAR SPA,Arica y Parinacota,Arica,CE01G0955,LAS CHILCAS SOLAR SPA
2245,PMGD PFV CHAMONATE SOLAR,Solares,TOLEDO SOLAR SPA,Atacama,Copiapó,CE01G0956,TOLEDO SOLAR SPA
2247,PMGD PFV SAN EDUARDO,Solares,JOEL SOLAR SPA,Ñuble,San Nicolás,CE01G0958,JOEL SOLAR SPA
2248,PMGD PFV AHE BUENAS YERBAS,Solares,ALHUÉ SUNLIGHT SPA,Metropolitana,Alhue,CE01G1095,SETF ENERGÍAS RENOVABLES SPA
2250,PMGD PFV LA VENDIMIA,Solares,ENERGÍAS RENOVABLES EL BOLDO SPA,Maule,Cauquenes,CE01G0961,ENERGÍAS RENOVABLES EL BOLDO SPA
2251,PMGD PFV ALAMEDA,Solares,SAO PAULO SOLAR SPA,OHiggins,Graneros,CE01G0962,SAO PAULO SOLAR SPA
2252,PFV ESPIGA DE ORO,Solares,ENERBLAN SPA,Biobío,Negrete,CE01R0663,SOCIEDAD CONSTRUCTORA DE OBRAS HIDRÁULICAS SpA
2253,PMGD PFV EL MIRLO,Solares,PFV EL MIRLO SPA,OHiggins,Malloa,CE01G0963,PFV EL MIRLO SPA
2254,PMGD PFV ALTO BELLAVISTA SUNLIGHT,Solares,ALTO BELLAVISTA SPA,OHiggins,Requínoa,CE01G0964,SETF ENERGÍAS RENOVABLES SPA
2255,PMGD TER HOLLEY,Termoeléctricas,ENERGÍA MORRO GUAYACÁN SPA,Metropolitana,Providencia,CE02G0672,ENERGÍA MORRO GUAYACÁN SPA
2256,PMGD PFV LOS ROBLES,Solares,PANGUILEMO SPA,Maule,Talca,CE01G0965,PANGUILEMO SPA
2257,PMGD TER EXEQUIEL FERNANDEZ,Termoeléctricas,ENERGÍA MORRO GUAYACÁN SPA,Metropolitana,La Florida,CE03G0672,ENERGÍA MORRO GUAYACÁN SPA
